"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1967","Visual check of login page","","Sat Nov 15 12:37:45 UTC 2025","failed","Sat Nov 15 12:37:47 UTC 2025","@visual Visual Testing","ui/tests/visual.spec.ts","",""
