"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2117","Visual check of login page","","Mon Nov 17 16:33:02 UTC 2025","failed","Mon Nov 17 16:33:04 UTC 2025","@visual Visual Testing","ui/tests/visual.spec.ts","",""
